id,posted_date,posted_year,title,work_types,publication_classes,themes,product,center,source_byline,contributors,contributor_role,authors_roster_matched,roster_match_count,pdf,url
45118,2020-12-11,2020,"NISS Ingram Olkin Forum: COVID and the Schools: Modeling Openings, Closings, and Learning Loss",Presentation,Conference presentation,COVID-19 & schools; Measurement & scaling,,NWEA Research,Megan Kuhfeld,Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/niss-ingram-olkin-forum-covid-and-the-schools-modeling-openings-closings-and-learning-loss/
45117,2020-12-11,2020,When does inequality grow? A seasonal analysis of racial/ethnic disparities in learning from kindergarten through eighth grade,Journal article,Journal article,Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, Dennis Condron, Doug Downey",Megan Kuhfeld; Dennis Condron; Douglas Downey,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/when-does-inequality-grow-a-seasonal-analysis-of-racial-ethnic-disparities-in-learning-from-kindergarten-through-eighth-grade/
45107,2020-12-01,2020,Learning during COVID-19: Initial findings on students’ reading and math achievement and growth,Research brief,Report / brief,COVID-19 & schools; Equity; Measurement & scaling,,NWEA Research,"Megan Kuhfeld, Beth Tarasawa, Angela Johnson, Erik Ruzek, Karyn Lewis",Megan Kuhfeld; Beth Tarasawa; Angela Johnson; Erik Ruzek; Karyn Lewis,author,Megan Kuhfeld; Beth Tarasawa; Karyn Lewis,3,https://www.nwea.org/uploads/2020/11/Collaborative-brief-Learning-during-COVID-19.NOV2020.pdf,https://www.nwea.org/research/publication/learning-during-covid-19-initial-findings-on-students-reading-and-math-achievement-and-growth/
45105,2020-12-01,2020,Fall 2019 to fall 2020 MAP Growth attrition analysis,Technical brief,Technical / psychometric,COVID-19 & schools; Equity,,NWEA Research,"Angela Johnson, Megan Kuhfeld",Angela Johnson; Megan Kuhfeld,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2022/10/Technical-brief-Fall-2019-to-fall-2020-MAP-Growth-attrition-analysis-NOV2020.pdf,https://www.nwea.org/research/publication/fall-2019-to-fall-2020-map-growth-attrition-analysis/
45103,2020-12-01,2020,Technical appendix for: Learning during COVID-19: Initial findings on students’ reading and math achievement and growth,Technical brief,Technical / psychometric,COVID-19 & schools; Measurement & scaling,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2020/03/Technical-brief-Technical-appendix-for-Learning-during-COVID-19-Initial-findings-on-students-reading-and-math-achievement-and-growth-NOV2020.pdf,https://www.nwea.org/research/publication/technical-appendix-for-learning-during-covid-19-initial-findings-on-students-reading-and-math-achievement-and-growth/
45101,2020-12-01,2020,Comparability analysis of remote and in-person MAP Growth testing in fall 2020,Technical brief,Technical / psychometric,COVID-19 & schools; Measurement & scaling; School & test engagement,,NWEA Research,"Megan Kuhfeld, Karyn Lewis, Patrick Meyer, Beth Tarasawa",Megan Kuhfeld; Karyn Lewis; Patrick Meyer; Beth Tarasawa,author,Megan Kuhfeld; Karyn Lewis; Patrick Meyer; Beth Tarasawa,4,https://www.nwea.org/uploads/2020/03/Technical-brief-Comparability-analysis-of-remote-and-inperson-MAP-Growth-testing-in-fall-2020-NOV2020.pdf,https://www.nwea.org/research/publication/comparability-analysis-of-remote-and-in-person-map-growth-testing-in-fall-2020/
45100,2020-11-02,2020,A cessation of measurement: Identifying test taker disengagement using response time,Book,Book,School & test engagement,,NWEA Research,"Steven Wise, Megan Kuhfeld",Steven Wise; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/a-cessation-of-measurement-identifying-test-taker-disengagement-using-response-time-book/
45097,2020-11-02,2020,Projecting the potential impact of COVID-19 school closures on academic achievement,Journal article,Journal article,COVID-19 & schools; Growth modeling; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, James Soland, Beth Tarasawa, Angela Johnson, Erik Ruzek, Jing Liu",Megan Kuhfeld; James Soland; Beth Tarasawa; Angela Johnson; Erik Ruzek; Jing Liu,author,Megan Kuhfeld; Beth Tarasawa,2,,https://www.nwea.org/research/publication/projecting-the-potential-impact-of-covid-19-school-closures-on-academic-achievement/
45096,2020-11-02,2020,Growth patterns and distance learning tips for students who are deaf and hard of hearing webinar,Presentation,Conference presentation,Accessibility; Equity; Growth modeling,,NWEA Research,"Stephanie Cawthon, Elizabeth Barker, Johny Daniel, North Cooc, Jessica Meissner",Stephanie Cawthon; Elizabeth Barker; Johny Daniel; North Cooc; Jessica Meissner,author,,0,,https://www.nwea.org/research/publication/growth-patterns-and-distance-learning-tips-for-students-who-are-deaf-and-hard-of-hearing-webinar/
45095,2020-11-02,2020,Dual language education and academic growth,Working paper,Working paper / preprint,English Language Learners; Equity; Seasonal learning patterns & summer loss,,NWEA Research,Angela Johnson,Angela Johnson,author,,0,,https://www.nwea.org/research/publication/dual-language-education-and-academic-growth/
45094,2020-11-02,2020,Dual identification? The effects of English Learner status on special education placement,Working paper,Working paper / preprint,English Language Learners; Equity,,NWEA Research,"Mark Murphy, Angela Johnson",Mark Murphy; Angela Johnson,author,,0,,https://www.nwea.org/research/publication/dual-identification-the-effects-of-english-learner-status-on-special-education-placement/
45093,2020-11-02,2020,Persistence and convergence: The end of kindergarten outcomes of pre-K graduates and their nonattending peers,Journal article,Journal article,Early learning,,NWEA Research,"Erik Ruzek, Arya Ansari, Robert Pianta, Jessica Whittaker, Virginia Vitiello",Erik Ruzek; Arya Ansari; Robert Pianta; Jessica Whittaker; Virginia Vitiello,author,,0,,https://www.nwea.org/research/publication/persistence-and-convergence-the-end-of-kindergarten-outcomes-of-pre-k-graduates-and-their-nonattending-peers/
45092,2020-10-29,2020,Projecting the impact of the COVID-19 spring school closures on student learning,Presentation,Conference presentation,COVID-19 & schools; Growth modeling; Seasonal learning patterns & summer loss,,NWEA Research,Megan Kuhfeld,Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/projecting-the-impact-of-the-covid-19-spring-school-closures-on-student-learning/
45091,2020-10-02,2020,An intelligent CAT that can deal with disengaged test taking,Book,Book,Innovations in reporting & assessment; Measurement & scaling; School & test engagement,,NWEA Research,Steven Wise,Steven Wise,author,,0,,https://www.nwea.org/research/publication/an-intelligent-cat-that-can-deal-with-disengaged-test-taking/
45090,2020-10-02,2020,"Assessment education: Bridging research, theory, and practice to promote equity and student learning",Book,Book,Empowering educators; Equity,,NWEA Research,"Beth Tarasawa, Amelia Gotwals, Cara Jackson",Beth Tarasawa; Amelia Gotwals; Cara Jackson,editor,Beth Tarasawa,1,,https://www.nwea.org/research/publication/assessment-education-bridging-research-theory-and-practice-to-promote-equity-and-student-learning/
45089,2020-10-02,2020,Mind the kinder-gap: New data on children’s math and reading skills as they enter kindergarten,Journal article,Journal article,Early learning; Equity,,NWEA Research,"Christine Pitts, Megan Kuhfeld",Christine Pitts; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/mind-the-kinder-gap-new-data-on-childrens-math-and-reading-skills-as-they-enter-kindergarten/
45088,2020-10-01,2020,A “Lost Year” of Data? What Disruptions From COVID-19 Mean For Education Research,Presentation,Conference presentation,COVID-19 & schools; Empowering educators; Measurement & scaling,,NWEA Research,"Matthew Soldner, Megan Kuhfeld, Dan Goldhaber, Constance Lindsay, Allison Crean Davis",Matthew Soldner; Megan Kuhfeld; Dan Goldhaber; Constance Lindsay; Allison Crean Davis,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/a-lost-year-of-data-what-disruptions-from-covid-19-mean-for-education-research/
45087,2020-10-01,2020,"Do students rapidly guess repeatedly over time? A longitudinal analysis of student test disengagement, background, and attitudes",Presentation,Conference presentation,School & test engagement,,NWEA Research,"James Soland, Steven Wise",James Soland; Steven Wise,author,,0,,https://www.nwea.org/research/publication/do-students-rapidly-guess-repeatedly-over-time-a-longitudinal-analysis-of-student-test-disengagement-background-and-attitudes/
45086,2020-10-01,2020,Using retest data to evaluate and improve effort-moderated scoring,Presentation,Conference presentation,Measurement & scaling; School & test engagement,,NWEA Research,"Steven Wise, Megan Kuhfeld",Steven Wise; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/using-retest-data-to-evaluate-and-improve-effort-moderated-scoring-presentation/
45085,2020-10-01,2020,Parameter estimation accuracy of the effort-moderated IRT model under multiple assumption violations,Presentation,Conference presentation,Measurement & scaling; School & test engagement,,NWEA Research,"James Soland, Joseph Rios",James Soland; Joseph Rios,author,,0,,https://www.nwea.org/research/publication/parameter-estimation-accuracy-of-the-effort-moderated-irt-model-under-multiple-assumption-violations/
45084,2020-10-01,2020,A cessation of measurement: Identifying test taker disengagement using response time,Presentation,Conference presentation,,,NWEA Research,"Steven Wise, Megan Kuhfeld",Steven Wise; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/a-cessation-of-measurement-identifying-test-taker-disengagement-using-response-time/
45082,2020-10-01,2020,Identifying students who are off-track academically in 9th grade: The role of social-emotional learning trajectories,Working paper,Working paper / preprint,Growth modeling; Social-emotional learning,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2020/03/workingpaper-identifying-students-who-are-off-track-academically.pdf,https://www.nwea.org/research/publication/identifying-students-who-are-off-track-academically-in-9th-grade-the-role-of-social-emotional-learning-trajectories/
45077,2020-08-25,2020,Correlates of change in elementary students’ perceptions of interactions with their teacher,Journal article,Journal article,Equity; Social-emotional learning,,NWEA Research,"Catherine Corbin, Erik Ruzek, Jason Downer, Amy Lowenstein, Joshua Brown",Catherine Corbin; Erik Ruzek; Jason Downer; Amy Lowenstein; Joshua Brown,author,,0,,https://www.nwea.org/research/publication/correlates-of-change-in-elementary-students-perceptions-of-interactions-with-their-teacher/
45064,2020-08-05,2020,NWEA 2020 MAP Growth Achievement Status and Growth Norms for Students and Schools,White paper,Report / brief,Growth modeling; Measurement & scaling,,NWEA Research,,,author,,0,,https://www.nwea.org/research/publication/nwea-2020-map-growth-achievement-status-and-growth-norms-for-students-and-schools/
45070,2020-08-03,2020,Using retest data to evaluate and improve effort-moderated scoring,Journal article,Journal article,Innovations in reporting & assessment; Measurement & scaling; School & test engagement,,NWEA Research,"Steven Wise, Megan Kuhfeld",Steven Wise; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/using-retest-data-to-evaluate-and-improve-effort-moderated-scoring/
45069,2020-08-03,2020,Do response styles affect estimates of growth on social-emotional constructs? Evidence from four years of longitudinal survey scores,Journal article,Journal article,Growth modeling; Measurement & scaling; Social-emotional learning,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/do-response-styles-affect-estimates-of-growth-on-social-emotional-constructs-evidence-from-four-years-of-longitudinal-survey-scores-journal/
45061,2020-06-26,2020,Research partnership map,Data visualization,Blog / web,,,NWEA Research,Greg King,Greg King,author,,0,,https://www.nwea.org/research/publication/research-partnership-map/
45060,2020-06-24,2020,How to promote equity in advanced coursework participation: Three strategies for closing the gaps—and retaining students,Journal article,Journal article,Empowering educators; Equity; High school,,NWEA Research,"Teresa Ketelsen, Beth Tarasawa",Teresa Ketelsen; Beth Tarasawa,author,Beth Tarasawa,1,,https://www.nwea.org/research/publication/how-to-promote-equity-in-advanced-coursework-participation-three-strategies-for-closing-the-gaps-and-retaining-students/
45058,2020-06-12,2020,Looking back: how prior-year attendance impacts starting achievement,Working paper,Working paper / preprint,School & test engagement; Student growth & accountability policies,,NWEA Research,"Shannon Bi, Emily Wolk",Shannon Bi; Emily Wolk,author,,0,https://www.nwea.org/uploads/workingpaper.looking-back-how-prior-year-attendance-impacts-starting-achievement.pdf,https://www.nwea.org/research/publication/looking-back-how-prior-year-attendance-impacts-starting-achievement/
45052,2020-06-09,2020,The impact of test-taking disengagement on item content representation,Research brief,Report / brief,Innovations in reporting & assessment; Measurement & scaling; School & test engagement,,NWEA Research,Steven Wise,Steven Wise,author,,0,https://www.nwea.org/uploads/ResearchbriefImpact-of-test-taking-disengagement.pdf,https://www.nwea.org/research/publication/the-impact-of-test-taking-disengagement-on-item-content-representation-brief/
45051,2020-06-05,2020,Trends in children’s academic skills at school entry: 2010 to 2017,Journal article,Journal article,Early learning; Equity,,NWEA Research,"Megan Kuhfeld, James Soland, Christine Pitts, Margaret Burchinal",Megan Kuhfeld; James Soland; Christine Pitts; Margaret Burchinal,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/trends-in-childrens-academic-skills-at-school-entry-2010-to-2017/
45048,2020-06-03,2020,Impacts of school entry age on academic growth through second grade,Research brief,Report / brief,Early learning; Student growth & accountability policies,,NWEA Research,"Angela Johnson, Megan Kuhfeld",Angela Johnson; Megan Kuhfeld,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/researchbrief-impacts-of-school-entry-age-on-academic-growth-through-second-grade-2020.pdf,https://www.nwea.org/research/publication/impacts-of-school-entry-age-on-academic-growth-through-second-grade/
45044,2020-05-27,2020,Catching up or falling behind: Measuring middle school achievement trajectories for college readiness,Working paper,Working paper / preprint,College & career readiness; Middle school; Student growth & accountability policies,,NWEA Research,"Angela Johnson, Megan Kuhfeld, Greg King",Angela Johnson; Megan Kuhfeld; Greg King,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/catching-up-or-falling-behind-measuring-middle-school-achievement-trajectories-for-college-readiness/
45043,2020-05-27,2020,The effects of early college opportunities on English Learners,Working paper,Working paper / preprint,English Language Learners; Equity; High school,,NWEA Research,Diana Mercado-Garcia,Diana Mercado-Garcia,author,,0,,https://www.nwea.org/research/publication/the-effects-of-early-college-opportunities-on-english-learners/
45039,2020-05-05,2020,Projecting the potential impacts of COVID-19 school closures on academic achievement,Working paper,Working paper / preprint,COVID-19 & schools; Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, James Soland, Beth Tarasawa, Angela Johnson, Erik Ruzek, Jing Liu",Megan Kuhfeld; James Soland; Beth Tarasawa; Angela Johnson; Erik Ruzek; Jing Liu,author,Megan Kuhfeld; Beth Tarasawa,2,,https://www.nwea.org/research/publication/projecting-the-potential-impacts-of-covid-19-school-closures-on-academic-achievement/
45033,2020-04-30,2020,Validation and applications of rapid guessing to detect test taker disengagement,(untyped),Unclassified,School & test engagement,,NWEA Research,Steven Wise,Steven Wise,author,,0,,https://www.nwea.org/research/publication/validation-and-applications-of-rapid-guessing-to-detect-test-taker-disengagement/
45028,2020-04-13,2020,COVID-19 closures & learning loss,Presentation,Conference presentation,COVID-19 & schools; Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Beth Tarasawa, Megan Kuhfeld",Beth Tarasawa; Megan Kuhfeld,author,Beth Tarasawa; Megan Kuhfeld,2,,https://www.nwea.org/research/publication/covid-19-closures-learning-loss/
45021,2020-04-09,2020,Technical appendix for The COVID-19 slide: What summer learning loss can tell us about the potential impact of school closures on student academic achievement,Technical brief; White paper,Report / brief; Technical / psychometric,COVID-19 & schools; Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, Beth Tarasawa",Megan Kuhfeld; Beth Tarasawa,author,Megan Kuhfeld; Beth Tarasawa,2,https://www.nwea.org/uploads/2020/03/COVID-technical-appendix_2020.04.08.pdf,https://www.nwea.org/research/publication/technical-appendix-for-the-covid-19-slide-what-summer-learning-loss-can-tell-us-about-the-potential-impact-of-school-closures-on-student-academic-achievement/
45018,2020-04-08,2020,The COVID-19 slide: What summer learning loss can tell us about the potential impact of school closures on student academic achievement,Research brief,Report / brief,COVID-19 & schools; Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, Beth Tarasawa",Megan Kuhfeld; Beth Tarasawa,author,Megan Kuhfeld; Beth Tarasawa,2,https://www.nwea.org/uploads/2020/04/Collaborative-Brief_Covid19-Slide-APR20.pdf,https://www.nwea.org/research/publication/the-covid-19-slide-what-summer-learning-loss-can-tell-us-about-the-potential-impact-of-school-closures-on-student-academic-achievement/
45013,2020-04-03,2020,The impact of a technology-enhanced math performance task on student cognitive engagement in mathematics,White paper,Report / brief,Math & STEM; School & test engagement,,NWEA Research,Meg Guerreiro,Meg Guerreiro,author,,0,,https://www.nwea.org/research/publication/the-impact-of-a-technology-enhanced-math-performance-task-on-student-cognitive-engagement-in-mathematics/
45012,2020-04-03,2020,“No fun games”: Engagement effects of two gameful assessment prototypes,Journal article,Journal article,Innovations in reporting & assessment; School & test engagement,,NWEA Research,"Meg Guerreiro, Chase Nordengren",Meg Guerreiro; Chase Nordengren,author,,0,,https://www.nwea.org/research/publication/no-fun-games-engagement-effects-of-two-gameful-assessment-prototypes/
45011,2020-04-03,2020,Instructors’ technology experience and iPad delivered intervention implementation: A mixed methods replication study,Journal article,Journal article,Innovations in reporting & assessment,,NWEA Research,"Lina Shanley, Mari Strand Cary, Ben Clarke, Meg Guerreiro, Michael Thier",Lina Shanley; Mari Strand Cary; Ben Clarke; Meg Guerreiro; Michael Thier,author,,0,,https://www.nwea.org/research/publication/instructors-technology-experience-and-ipad-delivered-intervention-implementation-a-mixed-methods-replication-study/
45010,2020-04-03,2020,Are all biases bad? Collaborative grounded theory in developmental evaluation of education policy,Journal article,Journal article,Innovations in reporting & assessment,,NWEA Research,"Ross Anderson, Meg Guerreiro, Jo Smith",Ross Anderson; Meg Guerreiro; Jo Smith,author,,0,,https://www.nwea.org/research/publication/are-all-biases-bad-collaborative-grounded-theory-in-developmental-evaluation-of-education-policy/
45007,2020-04-02,2020,A longitudinal study of reading growth for students with visual impairments,Journal article,Journal article,Accessibility; Equity; Reading & language arts,,NWEA Research,"Beth Boroson, Elizabeth Barker, Xueming Li",Beth Boroson; Elizabeth Barker; Xueming (Sylvia) Li,author,Xueming (Sylvia) Li,1,,https://www.nwea.org/research/publication/a-longitudinal-study-of-reading-growth-for-students-with-visual-impairments/
45006,2020-04-02,2020,Back-to-school accessibility checklist,Journal article,Journal article,Accessibility,,NWEA Research,Elizabeth Barker,Elizabeth Barker,author,,0,,https://www.nwea.org/research/publication/back-to-school-accessibility-checklist/
44822,2020-04-01,2020,Mapping the road to college,Data visualization,Blog / web,College & career readiness; High school; Innovations in reporting & assessment,,NWEA Research,Greg King,Greg King,author,,0,,https://www.nwea.org/research/publication/mapping-the-road-to-college/
45005,2020-03-31,2020,The learning curve: Revisiting the assumption of linear growth across the school year,Working paper,Working paper / preprint,Growth modeling; Measurement & scaling; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, James Soland",Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/the-learning-curve-revisiting-the-assumption-of-linear-growth-across-the-school-year/
45001,2020-03-31,2020,Self-efficacy and the ELL achievement gap,Presentation,Conference presentation,English Language Learners; Equity; Social-emotional learning,,NWEA Research,James Soland,James Soland,author,,0,,https://www.nwea.org/research/publication/self-efficacy-and-the-ell-achievement-gap/
45000,2020-03-30,2020,The impact of test-taking disengagement on item content representation,Journal article,Journal article,Innovations in reporting & assessment; Measurement & scaling; School & test engagement,,NWEA Research,Steven Wise,Steven Wise,author,,0,,https://www.nwea.org/research/publication/the-impact-of-test-taking-disengagement-on-item-content-representation/
44999,2020-03-30,2020,ELLs on the cusp: Should we reclassify?,Journal article,Journal article,English Language Learners; Equity,,NWEA Research,"Angela Johnson, Claude Goldenberg",Angela Johnson; Claude Goldenberg,author,,0,,https://www.nwea.org/research/publication/ells-on-the-cusp-should-we-reclassify/
44975,2020-03-27,2020,Do response styles affect estimates of growth on social-emotional constructs? Evidence from four years of longitudinal survey scores,Working paper,Working paper / preprint,Growth modeling; Measurement & scaling; Social-emotional learning,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/do-response-styles-affect-estimates-of-growth-on-social-emotional-constructs-evidence-from-four-years-of-longitudinal-survey-scores/
44973,2020-03-27,2020,Modeling student test-taking motivation in the context of an adaptive achievement test,Working paper,Working paper / preprint,Growth modeling; Measurement & scaling; School & test engagement,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2020/03/workingpaper-motivation-adaptive-achievement-test-2015.pdf,https://www.nwea.org/research/publication/modeling-student-test-taking-motivation-in-the-context-of-an-adaptive-achievement-test-paper/
44971,2020-03-27,2020,Reconciling long-term education policy goals with short-term school accountability models,Working paper,Working paper / preprint,Growth modeling; Measurement & scaling; Student growth & accountability policies,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2020/03/workingpaper-reconciling-long-term-education-policy-goals-with-short-term-school-accountability-models-2019.pdf,https://www.nwea.org/research/publication/reconciling-long-term-education-policy-goals-with-short-term-school-accountability-models-paper/
44970,2020-03-27,2020,Estimating student growth on psychological and social-emotional constructs: A comparison of multiple scoring approaches,Working paper,Working paper / preprint,Growth modeling; Social-emotional learning,,NWEA Research,"Megan Kuhfeld, James Soland",Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/estimating-student-growth-on-psychological-and-social-emotional-constructs-a-comparison-of-multiple-scoring-approaches/
44968,2020-03-27,2020,"School effectiveness, summer loss, and federal accountability: Applying the compound polynomialmodel in a program evaluation context",Working paper,Working paper / preprint,Growth modeling; Seasonal learning patterns & summer loss; Student growth & accountability policies,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2020/03/workingpaper-school-effectiveness-summer-loss-and-federal-accountability-2019.pdf,https://www.nwea.org/research/publication/school-effectiveness-summer-loss-and-federal-accountability-applying-the-compound-polynomialmodel-in-a-program-evaluation-context/
44966,2020-03-27,2020,The relationship between test-taking disengagement and performance on MAP Growth retests,Working paper,Working paper / preprint,School & test engagement,,NWEA Research,Steven Wise,Steven Wise,author,,0,https://www.nwea.org/uploads/2020/03/workingpaper-the-relationship-between-test-taking-disengagement-and-performance-on-map-growth-retests-2019.pdf,https://www.nwea.org/research/publication/the-relationship-between-test-taking-disengagement-and-performance-on-map-growth-retests/
44965,2020-03-27,2020,Trends in children’s academic skills at school entry: 2010 – 2017,Working paper,Working paper / preprint,Early learning; Equity,,NWEA Research,"Megan Kuhfeld, James Soland, Christine Pitts, Margaret Burchinal",Megan Kuhfeld; James Soland; Christine Pitts; Margaret Burchinal,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/trends-in-childrens-academic-skills-at-school-entry-2010-2017-paper/
44963,2020-03-27,2020,When does inequality grow? A seasonal analysis of racial/ethnic disparities in learning in kindergarten through eighth grade,Working paper,Working paper / preprint,Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, Dennis Condron, Douglas Downey",Megan Kuhfeld; Dennis Condron; Douglas Downey,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2020/03/workingpaper-when-does-inequality-grow-2019.pdf,https://www.nwea.org/research/publication/when-does-inequality-grow-a-seasonal-analysis-of-racial-ethnic-disparities-in-learning-in-kindergarten-through-eighth-grade/
44961,2020-03-27,2020,Using assessment metadata to quantify the impact of test disengagement on estimates of educational effectiveness,Working paper,Working paper / preprint,Measurement & scaling; School & test engagement; Student growth & accountability policies,,NWEA Research,"Megan Kuhfeld, James Soland",Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2020/03/workingpaper-nwea-research-collaborative-metadata-2019.pdf,https://www.nwea.org/research/publication/using-assessment-metadata-to-quantify-the-impact-of-test-disengagement-on-estimates-of-educational-effectiveness-paper/
44960,2020-03-27,2020,Impacts of school entry age on academic growth through 2nd Grade: A multi-state regression discontinuity analysis,Working paper,Working paper / preprint,Early learning; Growth modeling,,NWEA Research,"Angela Johnson, Megan Kuhfeld",Angela Johnson; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/impacts-of-school-entry-age-on-academic-growth-through-2nd-grade-a-multi-state-regression-discontinuity-analysis/
44957,2020-03-27,2020,"English Language Learners, self-efficacy, and the achievement gap: understanding the relationship between academic and social-emotional growth",Working paper,Working paper / preprint,English Language Learners; Equity; Social-emotional learning,,NWEA Research,James Soland,James Soland,author,,0,https://www.nwea.org/uploads/2020/03/workingpaper-ELL_self-efficacy_and_the_achievement_gap_2020.pdf,https://www.nwea.org/research/publication/english-language-learners-self-efficacy-and-the-achievement-gap-understanding-the-relationship-between-academic-and-social-emotional-growth/
44954,2020-03-27,2020,Absenteeism and achievement,Research brief,Report / brief,School & test engagement,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2020/03/researchbrief-absenteeism-and-achievement-2019.pdf,https://www.nwea.org/research/publication/absenteeism-and-achievement/
44951,2020-03-27,2020,"School effectiveness, summer loss and federal accountability",Research brief,Report / brief,Growth modeling; Seasonal learning patterns & summer loss; Student growth & accountability policies,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2020/03/researchbrief-school-effectiveness-summer-loss-and-federal-accountability-2019.pdf,https://www.nwea.org/research/publication/school-effectiveness-summer-loss-and-federal-accountability/
44948,2020-03-27,2020,"English Language Learners, self-efficacy, and the achievement gap",Research brief,Report / brief,English Language Learners; Equity; Social-emotional learning,,NWEA Research,James Soland,James Soland,author,,0,https://www.nwea.org/uploads/2020/03/researchbrief-collaborative-for-student-growth-english-language-learners-self-efficacy-and-the-achievement-gap-2019.pdf,https://www.nwea.org/research/publication/english-language-learners-self-efficacy-and-the-achievement-gap/
44945,2020-03-27,2020,Are achievement gap estimates biased by differential student test effort?,Research brief,Report / brief,Equity; School & test engagement; Social-emotional learning,,NWEA Research,James Soland,James Soland,author,,0,https://www.nwea.org/uploads/2020/03/researchbrief-are-achievement-gap-estimates-biased-by-differential-student-test-effort-2019.pdf,https://www.nwea.org/research/publication/are-achievement-gap-estimates-biased-by-differential-student-test-effort/
44942,2020-03-27,2020,Identifying students who are off-track academically in ninth grade – the role of social-emotional learning trajectories,Research brief,Report / brief,Growth modeling; High-growth schools & practices; Social-emotional learning,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2020/03/researchbrief-identifying-students-who-are-off-track-academically-in-ninth-grade-the-role-of-social-emotional-learning-trajectories-2019.pdf,https://www.nwea.org/research/publication/identifying-students-who-are-off-track-academically-in-ninth-grade-the-role-of-social-emotional-learning-trajectories/
44939,2020-03-27,2020,Measuring social-emotional learning – the tradeoff between measuring narrower skills versus broad competencies,Research brief,Report / brief,Measurement & scaling; Social-emotional learning,,NWEA Research,Megan Kuhfeld,Megan Kuhfeld,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2020/03/researchbrief-measuring-social-emotional-learning-the-tradeoff-between-measuring-narrower-skills-versus-broad-competencies-2019.pdf,https://www.nwea.org/research/publication/measuring-social-emotional-learning-the-tradeoff-between-measuring-narrower-skills-versus-broad-competencies/
44937,2020-03-27,2020,The impact of technology-enhanced items on test-taker disengagement,Research brief,Report / brief,Innovations in reporting & assessment; School & test engagement,,NWEA Research,"Steven Wise, James Soland, Laurence Dupray",Steven Wise; James Soland; Laurence Dupray,author,,0,https://www.nwea.org/uploads/2022/10/researchbrief-the-impact-of-technology-enhanced-items-on-test-taker-disengagement-2019.pdf,https://www.nwea.org/research/publication/the-impact-of-technology-enhanced-items-on-test-taker-disengagement/
44934,2020-03-27,2020,The impact of proctor notification when students disengage,Research brief,Report / brief,Innovations in reporting & assessment; Measurement & scaling; School & test engagement,,NWEA Research,"Steven Wise, Megan Kuhfeld, James Soland",Steven Wise; Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2020/03/researchbrief-the-impact-of-proctor-notification-when-students-disengage-2019.pdf,https://www.nwea.org/research/publication/the-impact-of-proctor-notification-when-students-disengage/
